Action,Time,ISIN,Ticker,Name,Notes,ID,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Charge amount,Currency (Charge amount),Deposit fee,Currency (Deposit fee),Currency conversion fee,Currency (Currency conversion fee)
Market buy,2024-12-16 14:37:49.585,US09290D1019,BLK,"BlackRock",,EOF25105114658,0.0025024600,1064.990000,USD,1.26307814,,"GBP",2.11,"GBP",,,,,,,,
Market buy,2024-12-16 14:37:51.052,US5801351017,MCD,"McDonald's",,EOF25105114830,0.0079908000,300.320000,USD,1.26305108,,"GBP",1.90,"GBP",,,,,,,,
Market buy,2024-12-16 14:37:51.493,US6703461052,NUE,"Nucor",,EOF25105114885,0.0356525000,124.350000,USD,1.26668239,,"GBP",3.51,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-16 14:37:55.2,US2788651006,ECL,"Ecolab",,EOF25105115165,0.0101458000,250.230000,USD,1.26307638,,"GBP",2.01,"GBP",,,,,,,,
Market buy,2024-12-16 14:37:55.79,US7427181091,PG,"Procter & Gamble",,EOF25105115202,0.0132111000,172.090000,USD,1.26305455,,"GBP",1.80,"GBP",,,,,,,,
Market buy,2024-12-16 14:37:56.872,US7766961061,ROP,"Roper Technologies",,EOF25105115303,0.0054547000,544.150000,USD,1.26305319,,"GBP",2.35,"GBP",,,,,,,,
Market buy,2024-12-16 14:37:58.46,US74348T1025,PSEC,"Prospect Capital",,EOF25105115538,0.4162500000,4.400000,USD,1.26310344,,"GBP",1.45,"GBP",,,,,,,,
Market buy,2024-12-16 14:38:02.709,US74144T1088,TROW,"T Rowe Price",,EOF25105116104,0.0011072000,119.690000,USD,1.32520768,,"GBP",0.10,"GBP",,,,,,,,
Market buy,2024-12-16 14:38:03.165,US74144T1088,TROW,"T Rowe Price",,EOF25105116141,0.0160781000,119.820000,USD,1.26741969,,"GBP",1.52,"GBP",,,,,,,,
Market buy,2024-12-16 14:38:03.795,US4523081093,ITW,"Illinois Tool Works",,EOF25105116216,0.0096288000,271.570000,USD,1.26323343,,"GBP",2.07,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:30.238,US5949181045,MSFT,"Microsoft",,EOF25105125441,0.0043489000,447.350000,USD,1.26329897,,"GBP",1.54,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:30.27,US0378331005,AAPL,"Apple",,EOF25105125449,0.0100184000,249.680000,USD,1.26333035,,"GBP",1.98,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:30.545,US7561091049,O,"Realty Income",,EOF25105125469,0.0374780000,55.280000,USD,1.26328282,,"GBP",1.64,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:30.642,US9311421039,WMT,"Walmart",,EOF25105125472,0.0283700000,94.850000,USD,1.26333075,,"GBP",2.13,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:30.764,CA1363851017,CNQ,"Canadian Natural Resources",,EOF25105125495,0.1319760000,31.110000,USD,1.26331488,,"GBP",3.25,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:30.86,US7427181091,PG,"Procter & Gamble",,EOF25105125501,0.0093951000,172.110000,USD,1.26327395,,"GBP",1.28,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:31,US4592001014,IBM,"IBM",,EOF25105125515,0.0104944000,228.720000,USD,1.26330482,,"GBP",1.90,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:31.017,US17275R1023,CSCO,"Cisco Systems",,EOF25105125521,0.0367730000,58.400000,USD,1.26326070,,"GBP",1.70,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:31.54,US02209S1033,MO,"Altria",,EOF25105125586,0.0379620000,54.910000,USD,1.26332934,,"GBP",1.65,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:31.559,US8552441094,SBUX,"Starbucks",,EOF25105125589,0.0477480000,95.250000,USD,1.26685153,,"GBP",3.60,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-16 14:39:31.615,US4943681035,KMB,"Kimberly-Clark",,EOF25105125625,0.0126654000,132.660000,USD,1.26330222,,"GBP",1.33,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:31.615,US46625H1005,JPM,"JPMorgan Chase & Co",,EOF25105125631,0.0147175000,239.490000,USD,1.26333120,,"GBP",2.79,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:31.615,US1912161007,KO,"Coca-Cola",,EOF25105125628,0.0283990000,63.610000,USD,1.26325901,,"GBP",1.43,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:31.615,CA0641491075,BNS,"Bank of Nova Scotia",,EOF25105125634,0.0536460000,55.340000,USD,1.26330622,,"GBP",2.35,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:31.634,US1667641005,CVX,"Chevron",,EOF25105125637,0.0258567000,152.440000,USD,1.26333184,,"GBP",3.12,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:31.666,US0010551028,AFL,"Aflac",,EOF25105125646,0.0298367000,104.160000,USD,1.26332954,,"GBP",2.46,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:31.807,AN8068571086,SLB,"Schlumberger",,EOF25105125673,0.0366980000,40.620000,USD,1.26328200,,"GBP",1.18,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:31.861,US57636Q1040,MA,"Mastercard",,EOF25105125703,0.0028615000,534.180000,USD,1.26326947,,"GBP",1.21,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:31.861,US3695501086,GD,"General Dynamics",,EOF25105125700,0.0055619000,265.750000,USD,1.26331190,,"GBP",1.17,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:32.076,CA0636711016,BMO,"Bank of Montreal",,EOF25105125750,0.0324910000,98.760000,USD,1.26331148,,"GBP",2.54,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:32.11,CH0044328745,CB,"Chubb",,EOF25105125765,0.0105153000,276.330000,USD,1.26334471,,"GBP",2.30,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:32.282,CA7800871021,RY,"Royal Bank of Canada",,EOF25105125784,0.0240142000,124.680000,USD,1.26332930,,"GBP",2.37,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:32.466,US3765361080,GOOD,"Gladstone Commercial",,EOF25105125808,0.2744400000,16.710000,USD,1.26682110,,"GBP",3.63,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-16 14:39:32.745,CA8911605092,TD,"Toronto-Dominion Bank",,EOF25105125834,0.0403620000,53.210000,USD,1.26333060,,"GBP",1.70,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:33.005,US85254J1025,STAG,"STAG Industrial",,EOF25105125867,0.0883770000,35.880000,USD,1.26333337,,"GBP",2.51,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:33.325,US4781601046,JNJ,"Johnson & Johnson",,EOF25105125895,0.0133292000,146.910000,USD,1.26335017,,"GBP",1.55,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:34.112,US14149Y1082,CAH,"Cardinal Health",,EOF25105125965,0.0164552000,118.230000,USD,1.26331058,,"GBP",1.54,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:34.453,US2910111044,EMR,"Emerson Electric",,EOF25105126002,0.0166805000,129.510000,USD,1.26332839,,"GBP",1.71,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:34.55,US6703461052,NUE,"Nucor",,EOF25105126017,0.0193682000,124.580000,USD,1.26329338,,"GBP",1.91,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:34.662,US0394831020,ADM,"Archer-Daniels-Midland",,EOF25105126038,0.0369570000,52.300000,USD,1.26330137,,"GBP",1.53,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:35.21,US8243481061,SHW,"Sherwin-Williams",,EOF25105126135,0.0085502000,366.420000,USD,1.26329205,,"GBP",2.48,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:36.412,US7766961061,ROP,"Roper Technologies",,EOF25105126302,0.0035189000,545.640000,USD,1.26319249,,"GBP",1.52,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:36.544,US8718291078,SYY,"Sysco",,EOF25105126336,0.0416640000,79.740000,USD,1.26322713,,"GBP",2.63,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:38.879,US5021751020,LTC,"LTC Properties",,EOF25105126657,0.1182140000,37.080000,USD,1.26687142,,"GBP",3.47,"GBP",,,,,,,0.01,"GBP"
Market buy,2024-12-16 14:39:38.923,US00123Q1040,AGNC,"AGNC Investment",,EOF25105126694,0.2155400000,9.670000,USD,1.26319503,,"GBP",1.65,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:42.021,IE00BLS09M33,PNR,"Pentair",,EOF25105126945,0.0343614000,107.350000,USD,1.26325215,,"GBP",2.92,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:44.219,US09290D1019,BLK,"BlackRock",,EOF25105127157,0.0017349900,1063.000000,USD,1.26321532,,"GBP",1.46,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:45.51,US7134481081,PEP,"PepsiCo",,EOF25105127297,0.0117399000,158.170000,USD,1.26319726,,"GBP",1.47,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:46.34,US4523081093,ITW,"Illinois Tool Works",,EOF25105127414,0.0085089000,271.680000,USD,1.26322292,,"GBP",1.83,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:48.54,US6935061076,PPG,"PPG Industries",,EOF25105127611,0.0158388000,123.620000,USD,1.26322093,,"GBP",1.55,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:52.41,US56035L1044,MAIN,"Main Street Capital",,EOF25105128084,0.0695850000,55.550000,USD,1.26321789,,"GBP",3.06,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:56.569,US0530151036,ADP,"Automatic Data Processing",,EOF25105128626,0.0097693000,297.410000,USD,1.26325544,,"GBP",2.30,"GBP",,,,,,,,
Market buy,2024-12-16 14:39:58.47,US3546131018,BEN,"Franklin Resources",,EOF25105128767,0.1567530000,21.840000,USD,1.26327878,,"GBP",2.71,"GBP",,,,,,,,
Market buy,2024-12-16 14:40:04.685,US5486611073,LOW,"Lowe's",,EOF25105129718,0.0121888000,263.240000,USD,1.26322035,,"GBP",2.54,"GBP",,,,,,,,
Market buy,2024-12-16 14:40:09.318,US74348T1025,PSEC,"Prospect Capital",,EOF25105130257,0.7464500000,4.400000,USD,1.26322307,,"GBP",2.60,"GBP",,,,,,,,
Market buy,2024-12-16 14:40:11.381,US2788651006,ECL,"Ecolab",,EOF25105130580,0.0086984000,249.780000,USD,1.26318973,,"GBP",1.72,"GBP",,,,,,,,
Market buy,2024-12-16 14:40:26.3,US74144T1088,TROW,"T Rowe Price",,EOF25105131422,0.0128585000,119.850000,USD,1.26318952,,"GBP",1.22,"GBP",,,,,,,,
Market buy,2024-12-16 14:40:31.171,US0084921008,ADC,"Agree Realty",,EOF25105131613,0.0307580000,74.740000,USD,1.26310600,,"GBP",1.82,"GBP",,,,,,,,
Market buy,2024-12-16 14:40:33.264,US3848021040,GWW,"WW Grainger",,EOF25105131651,0.0027544300,1155.590000,USD,1.26309196,,"GBP",2.52,"GBP",,,,,,,,
Dividend (Dividend),2024-12-16 14:42:48,US02079K3059,GOOGL,"Alphabet (Class A)",,,0.5981369000,0.170000,USD,Not available,,,0.08,"GBP",0.02,USD,,,,,,
Market buy,2024-12-17 14:35:17.652,US7134481081,PEP,"PepsiCo",,EOF25152630537,0.0169686000,156.860000,USD,1.26747361,,"GBP",2.10,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:17.758,US6703461052,NUE,"Nucor",,EOF25152630552,0.0246446000,123.950000,USD,1.26750961,,"GBP",2.41,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:17.88,US8552441094,SBUX,"Starbucks",,EOF25152630562,0.0350050000,93.780000,USD,1.26747833,,"GBP",2.59,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:17.952,US1912161007,KO,"Coca-Cola",,EOF25152630574,0.0475480000,62.910000,USD,1.26747655,,"GBP",2.36,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:18.005,US8718291078,SYY,"Sysco",,EOF25152630582,0.0330810000,79.310000,USD,1.26746575,,"GBP",2.07,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:18.192,US7561091049,O,"Realty Income",,EOF25152630611,0.0520850000,54.510000,USD,1.26747917,,"GBP",2.24,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:18.208,US74144T1088,TROW,"T Rowe Price",,EOF25152630617,0.0203779000,118.800000,USD,1.26748404,,"GBP",1.91,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:18.246,US7427181091,PG,"Procter & Gamble",,EOF25152630625,0.0139350000,171.000000,USD,1.26749202,,"GBP",1.88,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:18.486,US5801351017,MCD,"McDonald's",,EOF25152630656,0.0126261000,299.150000,USD,1.26748248,,"GBP",2.98,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:18.624,US1667641005,CVX,"Chevron",,EOF25152630679,0.0212912000,148.230000,USD,1.26746770,,"GBP",2.49,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:18.67,CA1363851017,CNQ,"Canadian Natural Resources",,EOF25152630682,0.0795560000,30.430000,USD,1.26748119,,"GBP",1.91,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:19.445,AN8068571086,SLB,"Schlumberger",,EOF25152630749,0.0808070000,39.370000,USD,1.26747872,,"GBP",2.51,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:19.78,US4943681035,KMB,"Kimberly-Clark",,EOF25152630769,0.0206446000,132.000000,USD,1.26748241,,"GBP",2.15,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:19.811,US0394831020,ADM,"Archer-Daniels-Midland",,EOF25152630790,0.0509410000,52.250000,USD,1.26746059,,"GBP",2.10,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:19.852,US4523081093,ITW,"Illinois Tool Works",,EOF25152630807,0.0096250000,271.270000,USD,1.26746298,,"GBP",2.06,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:22.043,US4781601046,JNJ,"Johnson & Johnson",,EOF25152631120,0.0214326000,144.280000,USD,1.26733423,,"GBP",2.44,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:22.915,US5021751020,LTC,"LTC Properties",,EOF25152631168,0.0812410000,36.970000,USD,1.26729104,,"GBP",2.37,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:23.921,US0084921008,ADC,"Agree Realty",,EOF25152631339,0.0377840000,73.790000,USD,1.26730970,,"GBP",2.20,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:41.629,US5486611073,LOW,"Lowe's",,EOF25152633735,0.0105078000,260.500000,USD,1.26726013,,"GBP",2.16,"GBP",,,,,,,,
Market buy,2024-12-17 14:35:44.695,US6935061076,PPG,"PPG Industries",,EOF25152634049,0.0241411000,122.840000,USD,1.26730458,,"GBP",2.34,"GBP",,,,,,,,
Market buy,2024-12-17 14:36:01.117,US8243481061,SHW,"Sherwin-Williams",,EOF25152636161,0.0065579000,367.170000,USD,1.26729691,,"GBP",1.90,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:09.099,US17275R1023,CSCO,"Cisco Systems",,EOF25201345317,0.0327320000,58.480000,USD,1.26766050,,"GBP",1.51,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:09.135,US3546131018,BEN,"Franklin Resources",,EOF25201345323,0.1363940000,21.470000,USD,1.26769661,,"GBP",2.31,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:09.169,US0530151036,ADP,"Automatic Data Processing",,EOF25201345344,0.0085269000,295.850000,USD,1.26768008,,"GBP",1.99,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:09.185,US46625H1005,JPM,"JPMorgan Chase & Co",,EOF25201345359,0.0089340000,238.380000,USD,1.26767078,,"GBP",1.68,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:09.485,CA8911605092,TD,"Toronto-Dominion Bank",,EOF25201345420,0.0551370000,52.650000,USD,1.26766945,,"GBP",2.29,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:09.546,US3848021040,GWW,"WW Grainger",,EOF25201345437,0.0029748100,1129.280000,USD,1.26769563,,"GBP",2.65,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:09.82,CA7800871021,RY,"Royal Bank of Canada",,EOF25201345469,0.0205745000,123.230000,USD,1.26769781,,"GBP",2.00,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:09.984,CH0044328745,CB,"Chubb",,EOF25201345489,0.0060980000,276.480000,USD,1.26765040,,"GBP",1.33,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:10.399,US56035L1044,MAIN,"Main Street Capital",,EOF25201345599,0.0305710000,55.980000,USD,1.26767746,,"GBP",1.35,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:10.443,US3695501086,GD,"General Dynamics",,EOF25201345607,0.0071975000,269.480000,USD,1.26770084,,"GBP",1.53,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:10.691,CA0641491075,BNS,"Bank of Nova Scotia",,EOF25201345637,0.0514680000,54.680000,USD,1.26768929,,"GBP",2.22,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:11.027,US0010551028,AFL,"Aflac",,EOF25201345693,0.0292780000,103.050000,USD,1.26768819,,"GBP",2.38,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:11.366,US74348T1025,PSEC,"Prospect Capital",,EOF25201345770,0.5209800000,4.380000,USD,1.26771800,,"GBP",1.80,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:11.366,US00123Q1040,AGNC,"AGNC Investment",,EOF25201345767,0.2474800000,9.630000,USD,1.26767680,,"GBP",1.88,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:11.4,US9311421039,WMT,"Walmart",,EOF25201345796,0.0163980000,95.090000,USD,1.26771204,,"GBP",1.23,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:11.494,US85254J1025,STAG,"STAG Industrial",,EOF25201345823,0.0622050000,35.460000,USD,1.26769500,,"GBP",1.74,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:12.226,US57636Q1040,MA,"Mastercard",,EOF25201345877,0.0038681000,530.920000,USD,1.26768620,,"GBP",1.62,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:12.291,CA0636711016,BMO,"Bank of Montreal",,EOF25201345897,0.0273700000,98.190000,USD,1.26766995,,"GBP",2.12,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:12.416,US7766961061,ROP,"Roper Technologies",,EOF25201345908,0.0051508000,536.530000,USD,1.26768748,,"GBP",2.18,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:12.9,US02209S1033,MO,"Altria",,EOF25201345931,0.0471250000,54.070000,USD,1.26768594,,"GBP",2.01,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:13.374,US14149Y1082,CAH,"Cardinal Health",,EOF25201345969,0.0271596000,116.220000,USD,1.26766614,,"GBP",2.49,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:13.868,US2910111044,EMR,"Emerson Electric",,EOF25201346014,0.0208832000,127.480000,USD,1.26770968,,"GBP",2.10,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:15.172,US4592001014,IBM,"IBM",,EOF25201346112,0.0089763000,228.790000,USD,1.26770844,,"GBP",1.62,"GBP",,,,,,,,
Market buy,2024-12-18 14:36:25.747,US09290D1019,BLK,"BlackRock",,EOF25201347539,0.0024278300,1060.000000,USD,1.26773389,,"GBP",2.03,"GBP",,,,,,,,
Market buy,2024-12-18 14:37:03.244,US2788651006,ECL,"Ecolab",,EOF25203000670,0.0108163000,244.990000,USD,1.26788772,,"GBP",2.09,"GBP",,,,,,,,
Market buy,2024-12-18 14:37:08.41,IE00BLS09M33,PNR,"Pentair",,EOF25203000829,0.0277709000,106.370000,USD,1.26780713,,"GBP",2.33,"GBP",,,,,,,,
Market buy,2024-12-18 17:35:38.361,US8361001071,SOUN,"SoundHound AI",,EOF25204383706,10.6407250000,23.850000,USD,1.27081267,,"GBP",200.00,"GBP",,,,,,,0.30,"GBP"
Market buy,2024-12-18 20:06:39.42,US8361001071,SOUN,"SoundHound AI",,EOF25205379369,5.8966880000,21.320000,USD,1.25906247,,"GBP",100.00,"GBP",,,,,,,0.15,"GBP"
Market sell,2024-12-18 20:33:33.299,US8361001071,SOUN,"SoundHound AI",,EOF25205393082,16.5374130000,20.670000,USD,1.25713775,-27.64,"GBP",271.50,"GBP",,,,,,,0.41,"GBP"
Withdrawal,2024-12-18 20:34:03,,,,,55a2985d-bd27-4a5a-bb67-48639f529003,,,,,,,-200.00,"GBP",,,,,,,,
Withdrawal,2024-12-18 20:40:10,,,,,708b580b-5636-487a-968b-3a2bbb7bf13f,,,,,,,-200.00,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:10.069,US46625H1005,JPM,"JPMorgan Chase & Co",,EOF25253540067,0.0091873000,235.400000,USD,1.25737815,,"GBP",1.72,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:10.069,CA1363851017,CNQ,"Canadian Natural Resources",,EOF25253540064,0.0815240000,30.230000,USD,1.25738291,,"GBP",1.96,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:10.105,CA7800871021,RY,"Royal Bank of Canada",,EOF25253540072,0.0179539000,121.160000,USD,1.25739567,,"GBP",1.73,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:10.123,US1667641005,CVX,"Chevron",,EOF25253540075,0.0161914000,144.440000,USD,1.25735796,,"GBP",1.86,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:10.2,AN8068571086,SLB,"Schlumberger",,EOF25253540079,0.0946880000,37.580000,USD,1.25737633,,"GBP",2.83,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:10.284,US0378331005,AAPL,"Apple",,EOF25253540092,0.0112538000,248.040000,USD,1.25738403,,"GBP",2.22,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:10.4,US7561091049,O,"Realty Income",,EOF25253540113,0.0333340000,53.560000,USD,1.25730214,,"GBP",1.42,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:10.444,US74144T1088,TROW,"T Rowe Price",,EOF25253540128,0.0280685000,114.680000,USD,1.25738108,,"GBP",2.56,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:10.7,US5949181045,MSFT,"Microsoft",,EOF25253540160,0.0076448000,442.440000,USD,1.25738487,,"GBP",2.69,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:10.897,US8243481061,SHW,"Sherwin-Williams",,EOF25253540172,0.0110423000,349.580000,USD,1.25738346,,"GBP",3.07,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:10.927,US4592001014,IBM,"IBM",,EOF25253540175,0.0113192000,225.500000,USD,1.25737911,,"GBP",2.03,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:12.278,US09290D1019,BLK,"BlackRock",,EOF25253540337,0.0017433500,1038.570000,USD,1.25735486,,"GBP",1.44,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:12.858,US6703461052,NUE,"Nucor",,EOF25253540466,0.0197337000,119.790000,USD,1.25739357,,"GBP",1.88,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:12.892,US3546131018,BEN,"Franklin Resources",,EOF25253540472,0.1805040000,20.620000,USD,1.25742989,,"GBP",2.96,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:13.325,US5486611073,LOW,"Lowe's",,EOF25253540518,0.0106905000,250.530000,USD,1.25741359,,"GBP",2.13,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:14.577,IE00BLS09M33,PNR,"Pentair",,EOF25253540649,0.0278620000,102.900000,USD,1.25745605,,"GBP",2.28,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:14.83,US2910111044,EMR,"Emerson Electric",,EOF25253540670,0.0225390000,124.970000,USD,1.25745483,,"GBP",2.24,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:14.949,US85254J1025,STAG,"STAG Industrial",,EOF25253540688,0.0605570000,34.470000,USD,1.25746975,,"GBP",1.66,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:15.286,US8552441094,SBUX,"Starbucks",,EOF25253540717,0.0253030000,90.940000,USD,1.25740700,,"GBP",1.83,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:16.777,US0394831020,ADM,"Archer-Daniels-Midland",,EOF25253541066,0.0507690000,50.280000,USD,1.25747060,,"GBP",2.03,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:16.92,US3848021040,GWW,"WW Grainger",,EOF25253541095,0.0017451700,1109.630000,USD,1.25746297,,"GBP",1.54,"GBP",,,,,,,,
Market buy,2024-12-19 14:35:33.046,US2788651006,ECL,"Ecolab",,EOF25253542641,0.0108523000,239.810000,USD,1.25724157,,"GBP",2.07,"GBP",,,,,,,,
Market buy,2024-12-19 14:36:16.652,US0084921008,ADC,"Agree Realty",,EOF25253547677,0.0410760000,71.640000,USD,1.25755753,,"GBP",2.34,"GBP",,,,,,,,
Dividend (Dividend),2024-12-19 14:38:39,US7475251036,QCOM,"Qualcomm",,,0.6330105000,0.722500,USD,Not available,,,0.36,"GBP",0.08,USD,,,,,,
Deposit,2024-12-19 14:55:57,,,,,b45f2dcf-093b-4c15-b970-83146299aa8f,,,,,,,253.47,"GBP",,,,,,,,
Market buy,2024-12-20 16:23:24.283,US03761U5020,MFIC,"MidCap Financial Investment",,EOF25304919480,2.7968000000,13.470000,USD,1.25785963,,"GBP",29.99,"GBP",,,,,,,0.04,"GBP"
Market buy,2024-12-20 16:23:24.329,US85571B1052,STWD,"Starwood Property Trust",,EOF25304919485,3.8758170000,19.440000,USD,1.25765118,,"GBP",60.00,"GBP",,,,,,,0.09,"GBP"
Market buy,2024-12-20 16:23:24.531,US70806A1060,PFLT,"PennantPark Floating Rate Capital",,EOF25304919494,2.3385000000,10.740000,USD,1.25766099,,"GBP",20.00,"GBP",,,,,,,0.03,"GBP"
Market buy,2024-12-20 16:23:24.581,US4312841087,HIW,"Highwoods Properties",,EOF25304919498,0.8286200000,30.310000,USD,1.25766010,,"GBP",20.00,"GBP",,,,,,,0.03,"GBP"
Market buy,2024-12-20 16:23:24.613,US71654V1017,PBR/A,"Petroleo Brasileiro (Preferred)",,EOF25304919505,2.0569610000,12.210000,USD,1.25766118,,"GBP",20.00,"GBP",,,,,,,0.03,"GBP"
Market buy,2024-12-20 16:23:24.631,US03762U1051,ARI,"Apollo Commercial Real Estate Finance",,EOF25304919509,6.9998600000,8.970000,USD,1.25753543,,"GBP",50.00,"GBP",,,,,,,0.07,"GBP"
Market buy,2024-12-20 16:23:25.049,BMG396372051,GOGL,"Golden Ocean",,EOF25304919518,2.8802100000,8.720000,USD,1.25765804,,"GBP",20.00,"GBP",,,,,,,0.03,"GBP"
Market buy,2024-12-20 16:23:27.246,US1405011073,CSWC,"Capital Southwest",,EOF25304919548,1.7770230000,21.200000,USD,1.25785935,,"GBP",29.99,"GBP",,,,,,,0.04,"GBP"
Market buy,2024-12-20 16:23:27.433,US04010L1035,ARCC,"Ares Capital",,EOF25304919555,2.9450420000,21.320000,USD,1.25752644,,"GBP",50.00,"GBP",,,,,,,0.07,"GBP"
Market buy,2024-12-20 16:23:30.352,US38147U1079,GSBD,"Goldman Sachs BDC",,EOF25304919572,1.9682990000,12.760000,USD,1.25766125,,"GBP",20.00,"GBP",,,,,,,0.03,"GBP"
Market buy,2024-12-20 16:23:31.445,US38173M1027,GBDC,"Golub Capital BDC",,EOF25304919580,2.5082220000,15.020000,USD,1.25787961,,"GBP",29.99,"GBP",,,,,,,0.04,"GBP"
